trial_type,trial_index,time_elapsed,internal_node_id,subject,hitId,assignmentId,structure_condition,match_condition,noise_type,success,timeout,failed_images,failed_audio,failed_video,view_history,rt,start_time,end_time,stimuli,image1,image2,image3,image4,choiceLocation,choiceImage,choiceEmotion,choiceModel,choice_index,reward_score,reward,reward_score_unadjusted,reward_image,score_after_trial,emotions,models,rewards,rewards_unadjusted,stimulus,response,question_order,file_name,n
explore-choice,100,342495,0.0-100.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1932,341442,343374,"[""stimuli/BM16_SUR.jpg"",""stimuli/HM09_AO.jpg"",""stimuli/HF10_SC.jpg"",""stimuli/WF11_HE.jpg""]",stimuli/BM16_SUR.jpg,stimuli/HM09_AO.jpg,stimuli/HF10_SC.jpg,stimuli/WF11_HE.jpg,pos2,stimuli/HM09_AO.jpg,AO,HM09,1,4,8,8,stimuli/stars_8.png,168.5,"[""SUR"",""AO"",""SC"",""HE""]","[""BM16"",""HM09"",""HF10"",""WF11""]","[3,8,8,5]","[2,8,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,101,344500,0.0-101.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,343878,345880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,168.5,NA,NA,NA,NA,stimuli/HM09_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,102,351106,0.0-102.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,6103,345881,351984,"[""stimuli/HM02_CC.jpg"",""stimuli/AF02_FO.jpg"",""stimuli/HF09_DO.jpg"",""stimuli/AF09_HO.jpg""]",stimuli/HM02_CC.jpg,stimuli/AF02_FO.jpg,stimuli/HF09_DO.jpg,stimuli/AF09_HO.jpg,pos2,stimuli/AF02_FO.jpg,FO,AF02,1,3,6,6,stimuli/stars_6.png,171.5,"[""CC"",""FO"",""DO"",""HO""]","[""HM02"",""AF02"",""HF09"",""AF09""]","[6,6,7,4]","[4,6,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,103,353114,0.0-103.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,352491,354494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,171.5,NA,NA,NA,NA,stimuli/AF02_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,104,355687,0.0-104.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2070.000000000058,354496,356566.00000000006,"[""stimuli/AF02_HO.jpg"",""stimuli/HF09_FO.jpg"",""stimuli/AF09_DO.jpg"",""stimuli/HM02_CC.jpg""]",stimuli/AF02_HO.jpg,stimuli/HF09_FO.jpg,stimuli/AF09_DO.jpg,stimuli/HM02_CC.jpg,pos1,stimuli/AF02_HO.jpg,HO,AF02,0,4,8,6,stimuli/stars_8.png,175.5,"[""HO"",""FO"",""DO"",""CC""]","[""AF02"",""HF09"",""AF09"",""HM02""]","[8,10,0,2]","[6,8,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,105,357693,0.0-105.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,357071,359074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,175.5,NA,NA,NA,NA,stimuli/AF02_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,106,359938,0.0-106.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1742,359076,360818,"[""stimuli/HM02_HO.jpg"",""stimuli/AF09_CC.jpg"",""stimuli/HF09_FO.jpg"",""stimuli/AF02_DO.jpg""]",stimuli/HM02_HO.jpg,stimuli/AF09_CC.jpg,stimuli/HF09_FO.jpg,stimuli/AF02_DO.jpg,pos1,stimuli/HM02_HO.jpg,HO,HM02,0,2.5,5,4,stimuli/stars_5.png,178,"[""HO"",""CC"",""FO"",""DO""]","[""HM02"",""AF09"",""HF09"",""AF02""]","[5,4,9,4]","[4,2,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,107,361944,0.0-107.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,361322,363324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,178,NA,NA,NA,NA,stimuli/HM02_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,108,364343,0.0-108.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1894,363326,365220,"[""stimuli/AF02_HO.jpg"",""stimuli/HM02_DO.jpg"",""stimuli/AF09_CC.jpg"",""stimuli/HF09_FO.jpg""]",stimuli/AF02_HO.jpg,stimuli/HM02_DO.jpg,stimuli/AF09_CC.jpg,stimuli/HF09_FO.jpg,pos3,stimuli/AF09_CC.jpg,CC,AF09,2,0.5,1,2,stimuli/stars_1.png,178.5,"[""HO"",""DO"",""CC"",""FO""]","[""AF02"",""HM02"",""AF09"",""HF09""]","[8,6,1,9]","[6,4,2,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,109,366351,0.0-109.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,365728,367731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,stimuli/stars_1.png,178.5,NA,NA,NA,NA,stimuli/AF09_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,110,370362,0.0-110.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,3507,367733,371240,"[""stimuli/AF02_CC.jpg"",""stimuli/HM02_HO.jpg"",""stimuli/HF09_FO.jpg"",""stimuli/AF09_DO.jpg""]",stimuli/AF02_CC.jpg,stimuli/HM02_HO.jpg,stimuli/HF09_FO.jpg,stimuli/AF09_DO.jpg,pos4,stimuli/AF09_DO.jpg,DO,AF09,3,1.5,3,2,stimuli/stars_3.png,180,"[""CC"",""HO"",""FO"",""DO""]","[""AF02"",""HM02"",""HF09"",""AF09""]","[7,2,8,3]","[6,4,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,111,372370,0.0-111.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,371746,373750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,180,NA,NA,NA,NA,stimuli/AF09_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,112,374270,0.0-112.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1396,373752,375148,"[""stimuli/HF09_DO.jpg"",""stimuli/AF02_HO.jpg"",""stimuli/AF09_CC.jpg"",""stimuli/HM02_FO.jpg""]",stimuli/HF09_DO.jpg,stimuli/AF02_HO.jpg,stimuli/AF09_CC.jpg,stimuli/HM02_FO.jpg,pos2,stimuli/AF02_HO.jpg,HO,AF02,1,3,6,6,stimuli/stars_6.png,183,"[""DO"",""HO"",""CC"",""FO""]","[""HF09"",""AF02"",""AF09"",""HM02""]","[7,6,1,6]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,113,376277,0.0-113.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,375654,377657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,183,NA,NA,NA,NA,stimuli/AF02_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,114,378847,0.0-114.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2066,377660,379726,"[""stimuli/HM02_HO.jpg"",""stimuli/AF02_CC.jpg"",""stimuli/HF09_DO.jpg"",""stimuli/AF09_FO.jpg""]",stimuli/HM02_HO.jpg,stimuli/AF02_CC.jpg,stimuli/HF09_DO.jpg,stimuli/AF09_FO.jpg,pos1,stimuli/HM02_HO.jpg,HO,HM02,0,1,2,4,stimuli/stars_2.png,184,"[""HO"",""CC"",""DO"",""FO""]","[""HM02"",""AF02"",""HF09"",""AF09""]","[2,5,7,1]","[4,6,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,115,380855,0.0-115.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,380232,382235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,184,NA,NA,NA,NA,stimuli/HM02_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,116,385361,0.0-116.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,4004,382237,386241,"[""stimuli/HF09_DO.jpg"",""stimuli/AF09_HO.jpg"",""stimuli/AF02_CC.jpg"",""stimuli/HM02_FO.jpg""]",stimuli/HF09_DO.jpg,stimuli/AF09_HO.jpg,stimuli/AF02_CC.jpg,stimuli/HM02_FO.jpg,pos3,stimuli/AF02_CC.jpg,CC,AF02,2,3,6,6,stimuli/stars_6.png,187,"[""DO"",""HO"",""CC"",""FO""]","[""HF09"",""AF09"",""AF02"",""HM02""]","[7,0,6,6]","[8,2,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,117,387370,0.0-117.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,386746,388751.00000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,187,NA,NA,NA,NA,stimuli/AF02_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,118,389656,0.0-118.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1784.0000000000582,388753,390537.00000000006,"[""stimuli/HM02_DO.jpg"",""stimuli/AF09_HO.jpg"",""stimuli/HF09_FO.jpg"",""stimuli/AF02_CC.jpg""]",stimuli/HM02_DO.jpg,stimuli/AF09_HO.jpg,stimuli/HF09_FO.jpg,stimuli/AF02_CC.jpg,pos4,stimuli/AF02_CC.jpg,CC,AF02,3,3,6,6,stimuli/stars_6.png,190,"[""DO"",""HO"",""FO"",""CC""]","[""HM02"",""AF09"",""HF09"",""AF02""]","[6,0,10,6]","[4,2,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,119,391664,0.0-119.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,391041,393045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,190,NA,NA,NA,NA,stimuli/AF02_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,120,394911,0.0-120.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2745,393046,395791,"[""stimuli/HM02_HO.jpg"",""stimuli/HF09_DO.jpg"",""stimuli/AF09_CC.jpg"",""stimuli/AF02_FO.jpg""]",stimuli/HM02_HO.jpg,stimuli/HF09_DO.jpg,stimuli/AF09_CC.jpg,stimuli/AF02_FO.jpg,pos3,stimuli/AF09_CC.jpg,CC,AF09,2,1,2,2,stimuli/stars_2.png,191,"[""HO"",""DO"",""CC"",""FO""]","[""HM02"",""HF09"",""AF09"",""AF02""]","[5,8,2,6]","[4,8,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,121,396920,0.0-121.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,396296,398301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,191,NA,NA,NA,NA,stimuli/AF09_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,122,399025,0.0-122.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1601,398303,399904,"[""stimuli/AF02_CC.jpg"",""stimuli/HM02_FO.jpg"",""stimuli/AF09_DO.jpg"",""stimuli/HF09_HO.jpg""]",stimuli/AF02_CC.jpg,stimuli/HM02_FO.jpg,stimuli/AF09_DO.jpg,stimuli/HF09_HO.jpg,pos1,stimuli/AF02_CC.jpg,CC,AF02,0,2,4,6,stimuli/stars_4.png,193,"[""CC"",""FO"",""DO"",""HO""]","[""AF02"",""HM02"",""AF09"",""HF09""]","[4,2,0,6]","[6,4,2,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,123,401032,0.0-123.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,400410,402413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,193,NA,NA,NA,NA,stimuli/AF02_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,124,403568,0.0-124.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2033.0000000000584,402415,404448.00000000006,"[""stimuli/AF09_CC.jpg"",""stimuli/HF09_HO.jpg"",""stimuli/HM02_FO.jpg"",""stimuli/AF02_DO.jpg""]",stimuli/AF09_CC.jpg,stimuli/HF09_HO.jpg,stimuli/HM02_FO.jpg,stimuli/AF02_DO.jpg,pos2,stimuli/HF09_HO.jpg,HO,HF09,1,4,8,8,stimuli/stars_8.png,197,"[""CC"",""HO"",""FO"",""DO""]","[""AF09"",""HF09"",""HM02"",""AF02""]","[3,8,3,6]","[2,8,4,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,125,405577,0.0-125.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,404953.00000000006,406958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,197,NA,NA,NA,NA,stimuli/HF09_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,126,408688,0.0-126.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2606.999999999942,406960.00000000006,409567,"[""stimuli/AF09_DO.jpg"",""stimuli/HF09_CC.jpg"",""stimuli/AF02_HO.jpg"",""stimuli/HM02_FO.jpg""]",stimuli/AF09_DO.jpg,stimuli/HF09_CC.jpg,stimuli/AF02_HO.jpg,stimuli/HM02_FO.jpg,pos2,stimuli/HF09_CC.jpg,CC,HF09,1,4.5,9,8,stimuli/stars_9.png,201.5,"[""DO"",""CC"",""HO"",""FO""]","[""AF09"",""HF09"",""AF02"",""HM02""]","[1,9,6,3]","[2,8,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,127,410698,0.0-127.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,410073.00000000006,412079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,201.5,NA,NA,NA,NA,stimuli/HF09_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,128,412897,0.0-128.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1696,412081,413777,"[""stimuli/HM02_HO.jpg"",""stimuli/AF09_FO.jpg"",""stimuli/AF02_DO.jpg"",""stimuli/HF09_CC.jpg""]",stimuli/HM02_HO.jpg,stimuli/AF09_FO.jpg,stimuli/AF02_DO.jpg,stimuli/HF09_CC.jpg,pos4,stimuli/HF09_CC.jpg,CC,HF09,3,4,8,8,stimuli/stars_8.png,205.5,"[""HO"",""FO"",""DO"",""CC""]","[""HM02"",""AF09"",""AF02"",""HF09""]","[4,4,6,8]","[4,2,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,129,414907,0.0-129.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,414282,416288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,205.5,NA,NA,NA,NA,stimuli/HF09_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,130,416713,0.0-130.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1302,416290,417592,"[""stimuli/AF02_FO.jpg"",""stimuli/HF09_HO.jpg"",""stimuli/HM02_DO.jpg"",""stimuli/AF09_CC.jpg""]",stimuli/AF02_FO.jpg,stimuli/HF09_HO.jpg,stimuli/HM02_DO.jpg,stimuli/AF09_CC.jpg,pos2,stimuli/HF09_HO.jpg,HO,HF09,1,3,6,8,stimuli/stars_6.png,208.5,"[""FO"",""HO"",""DO"",""CC""]","[""AF02"",""HF09"",""HM02"",""AF09""]","[5,6,5,0]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,131,418720,0.0-131.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,418098,420101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,208.5,NA,NA,NA,NA,stimuli/HF09_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,132,420118,0.0-132.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,895,420103,420998,"[""stimuli/AF02_HO.jpg"",""stimuli/HF09_DO.jpg"",""stimuli/HM02_CC.jpg"",""stimuli/AF09_FO.jpg""]",stimuli/AF02_HO.jpg,stimuli/HF09_DO.jpg,stimuli/HM02_CC.jpg,stimuli/AF09_FO.jpg,pos2,stimuli/HF09_DO.jpg,DO,HF09,1,5,10,8,stimuli/stars_10.png,213.5,"[""HO"",""DO"",""CC"",""FO""]","[""AF02"",""HF09"",""HM02"",""AF09""]","[7,10,2,4]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,133,422126,0.0-133.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,421502,423507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,213.5,NA,NA,NA,NA,stimuli/HF09_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,134,424104,0.0-134.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1475,423509,424984,"[""stimuli/AF02_HO.jpg"",""stimuli/AF09_FO.jpg"",""stimuli/HF09_CC.jpg"",""stimuli/HM02_DO.jpg""]",stimuli/AF02_HO.jpg,stimuli/AF09_FO.jpg,stimuli/HF09_CC.jpg,stimuli/HM02_DO.jpg,pos3,stimuli/HF09_CC.jpg,CC,HF09,2,4,8,8,stimuli/stars_8.png,217.5,"[""HO"",""FO"",""CC"",""DO""]","[""AF02"",""AF09"",""HF09"",""HM02""]","[5,4,8,2]","[6,2,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,135,426111,0.0-135.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,425489.00000000006,427492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,217.5,NA,NA,NA,NA,stimuli/HF09_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,136,428647,0.0-136.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2033,427494,429527,"[""stimuli/HF09_HO.jpg"",""stimuli/HM02_CC.jpg"",""stimuli/AF09_FO.jpg"",""stimuli/AF02_DO.jpg""]",stimuli/HF09_HO.jpg,stimuli/HM02_CC.jpg,stimuli/AF09_FO.jpg,stimuli/AF02_DO.jpg,pos1,stimuli/HF09_HO.jpg,HO,HF09,0,4.5,9,8,stimuli/stars_9.png,222,"[""HO"",""CC"",""FO"",""DO""]","[""HF09"",""HM02"",""AF09"",""AF02""]","[9,4,3,8]","[8,4,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,137,430652,0.0-137.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,430031,432033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,222,NA,NA,NA,NA,stimuli/HF09_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,138,432984,0.0-138.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1830,432035,433865,"[""stimuli/HF09_CC.jpg"",""stimuli/AF02_DO.jpg"",""stimuli/HM02_FO.jpg"",""stimuli/AF09_HO.jpg""]",stimuli/HF09_CC.jpg,stimuli/AF02_DO.jpg,stimuli/HM02_FO.jpg,stimuli/AF09_HO.jpg,pos1,stimuli/HF09_CC.jpg,CC,HF09,0,3,6,8,stimuli/stars_6.png,225,"[""CC"",""DO"",""FO"",""HO""]","[""HF09"",""AF02"",""HM02"",""AF09""]","[6,7,5,3]","[8,6,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,139,434990,0.0-139.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,434369,436371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,225,NA,NA,NA,NA,stimuli/HF09_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,140,437313,0.0-140.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1818.0000000000584,436373,438191.00000000006,"[""stimuli/HF09_HO.jpg"",""stimuli/HM02_CC.jpg"",""stimuli/AF09_DO.jpg"",""stimuli/AF02_FO.jpg""]",stimuli/HF09_HO.jpg,stimuli/HM02_CC.jpg,stimuli/AF09_DO.jpg,stimuli/AF02_FO.jpg,pos1,stimuli/HF09_HO.jpg,HO,HF09,0,3.5,7,8,stimuli/stars_7.png,228.5,"[""HO"",""CC"",""DO"",""FO""]","[""HF09"",""HM02"",""AF09"",""AF02""]","[7,5,2,5]","[8,4,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
