trial_type,trial_index,time_elapsed,internal_node_id,subject,hitId,assignmentId,structure_condition,match_condition,noise_type,success,timeout,failed_images,failed_audio,failed_video,view_history,rt,start_time,end_time,stimuli,image1,image2,image3,image4,choiceLocation,choiceImage,choiceEmotion,choiceModel,choice_index,reward_score,reward,reward_score_unadjusted,reward_image,score_after_trial,emotions,models,rewards,rewards_unadjusted,stimulus,response,question_order,file_name,n
show-reward,59,241749,0.0-59.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,241126,243128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,93,NA,NA,NA,NA,stimuli/HF10_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,60,243844,0.0-60.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1591,243130,244721,"[""stimuli/HM09_SC.jpg"",""stimuli/HF10_AO.jpg"",""stimuli/BM16_HE.jpg"",""stimuli/WF11_SUR.jpg""]",stimuli/HM09_SC.jpg,stimuli/HF10_AO.jpg,stimuli/BM16_HE.jpg,stimuli/WF11_SUR.jpg,pos2,stimuli/HF10_AO.jpg,AO,HF10,1,3,6,8,stimuli/stars_6.png,96,"[""SC"",""AO"",""HE"",""SUR""]","[""HM09"",""HF10"",""BM16"",""WF11""]","[7,6,2,1]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,61,245850,0.0-61.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,245227,247230.00000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,96,NA,NA,NA,NA,stimuli/HF10_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,62,248057,0.0-62.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1704,247231,248935,"[""stimuli/HM09_AO.jpg"",""stimuli/HF10_SUR.jpg"",""stimuli/WF11_SC.jpg"",""stimuli/BM16_HE.jpg""]",stimuli/HM09_AO.jpg,stimuli/HF10_SUR.jpg,stimuli/WF11_SC.jpg,stimuli/BM16_HE.jpg,pos1,stimuli/HM09_AO.jpg,AO,HM09,0,4.5,9,8,stimuli/stars_9.png,100.5,"[""AO"",""SUR"",""SC"",""HE""]","[""HM09"",""HF10"",""WF11"",""BM16""]","[9,3,5,4]","[8,2,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,63,250064,0.0-63.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,249440,251443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,100.5,NA,NA,NA,NA,stimuli/HM09_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,64,251925,0.0-64.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1355,251445,252800,"[""stimuli/BM16_SUR.jpg"",""stimuli/HF10_AO.jpg"",""stimuli/WF11_SC.jpg"",""stimuli/HM09_HE.jpg""]",stimuli/BM16_SUR.jpg,stimuli/HF10_AO.jpg,stimuli/WF11_SC.jpg,stimuli/HM09_HE.jpg,pos2,stimuli/HF10_AO.jpg,AO,HF10,1,4,8,8,stimuli/stars_8.png,104.5,"[""SUR"",""AO"",""SC"",""HE""]","[""BM16"",""HF10"",""WF11"",""HM09""]","[1,8,4,4]","[2,8,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,65,253931,0.0-65.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,253308,255310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,104.5,NA,NA,NA,NA,stimuli/HF10_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,66,256436,0.0-66.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2002.000000000029,255312,257314.00000000003,"[""stimuli/WF11_SC.jpg"",""stimuli/BM16_AO.jpg"",""stimuli/HM09_HE.jpg"",""stimuli/HF10_SUR.jpg""]",stimuli/WF11_SC.jpg,stimuli/BM16_AO.jpg,stimuli/HM09_HE.jpg,stimuli/HF10_SUR.jpg,pos2,stimuli/BM16_AO.jpg,AO,BM16,1,3,6,8,stimuli/stars_6.png,107.5,"[""SC"",""AO"",""HE"",""SUR""]","[""WF11"",""BM16"",""HM09"",""HF10""]","[4,6,6,2]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,67,258443,0.0-67.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,257819.00000000003,259822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,107.5,NA,NA,NA,NA,stimuli/BM16_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,68,260816,0.0-68.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1870.000000000029,259824,261694.00000000003,"[""stimuli/HM09_HE.jpg"",""stimuli/WF11_SUR.jpg"",""stimuli/BM16_AO.jpg"",""stimuli/HF10_SC.jpg""]",stimuli/HM09_HE.jpg,stimuli/WF11_SUR.jpg,stimuli/BM16_AO.jpg,stimuli/HF10_SC.jpg,pos3,stimuli/BM16_AO.jpg,AO,BM16,2,5,10,8,stimuli/stars_10.png,112.5,"[""HE"",""SUR"",""AO"",""SC""]","[""HM09"",""WF11"",""BM16"",""HF10""]","[3,3,10,8]","[4,2,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,69,262825,0.0-69.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,262199,264204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,112.5,NA,NA,NA,NA,stimuli/BM16_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,70,265820,0.0-70.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2492,264206,266698,"[""stimuli/HM09_HE.jpg"",""stimuli/WF11_SUR.jpg"",""stimuli/BM16_SC.jpg"",""stimuli/HF10_AO.jpg""]",stimuli/HM09_HE.jpg,stimuli/WF11_SUR.jpg,stimuli/BM16_SC.jpg,stimuli/HF10_AO.jpg,pos4,stimuli/HF10_AO.jpg,AO,HF10,3,3,6,8,stimuli/stars_6.png,115.5,"[""HE"",""SUR"",""SC"",""AO""]","[""HM09"",""WF11"",""BM16"",""HF10""]","[2,1,7,6]","[4,2,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,71,267827,0.0-71.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,267204,269207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,115.5,NA,NA,NA,NA,stimuli/HF10_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,72,271191,0.0-72.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2860,269209,272069,"[""stimuli/BM16_HE.jpg"",""stimuli/HF10_SUR.jpg"",""stimuli/HM09_SC.jpg"",""stimuli/WF11_AO.jpg""]",stimuli/BM16_HE.jpg,stimuli/HF10_SUR.jpg,stimuli/HM09_SC.jpg,stimuli/WF11_AO.jpg,pos4,stimuli/WF11_AO.jpg,AO,WF11,3,4.5,9,8,stimuli/stars_9.png,120,"[""HE"",""SUR"",""SC"",""AO""]","[""BM16"",""HF10"",""HM09"",""WF11""]","[2,0,5,9]","[4,2,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,73,273199,0.0-73.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,272576,274579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,120,NA,NA,NA,NA,stimuli/WF11_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,74,275327,0.0-74.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1622.0000000000582,274581,276203.00000000006,"[""stimuli/HM09_AO.jpg"",""stimuli/HF10_SC.jpg"",""stimuli/WF11_SUR.jpg"",""stimuli/BM16_HE.jpg""]",stimuli/HM09_AO.jpg,stimuli/HF10_SC.jpg,stimuli/WF11_SUR.jpg,stimuli/BM16_HE.jpg,pos1,stimuli/HM09_AO.jpg,AO,HM09,0,4.5,9,8,stimuli/stars_9.png,124.5,"[""AO"",""SC"",""SUR"",""HE""]","[""HM09"",""HF10"",""WF11"",""BM16""]","[9,8,3,4]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,75,277336,0.0-75.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,276711,278715.00000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,124.5,NA,NA,NA,NA,stimuli/HM09_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,76,279757,0.0-76.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1918,278717,280635,"[""stimuli/HM09_SUR.jpg"",""stimuli/WF11_SC.jpg"",""stimuli/BM16_AO.jpg"",""stimuli/HF10_HE.jpg""]",stimuli/HM09_SUR.jpg,stimuli/WF11_SC.jpg,stimuli/BM16_AO.jpg,stimuli/HF10_HE.jpg,pos3,stimuli/BM16_AO.jpg,AO,BM16,2,3.5,7,8,stimuli/stars_7.png,128,"[""SUR"",""SC"",""AO"",""HE""]","[""HM09"",""WF11"",""BM16"",""HF10""]","[0,4,7,5]","[2,6,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,77,281762,0.0-77.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,281139,283142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,128,NA,NA,NA,NA,stimuli/BM16_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,78,285129,0.0-78.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2864,283143,286007,"[""stimuli/HM09_HE.jpg"",""stimuli/BM16_SUR.jpg"",""stimuli/WF11_AO.jpg"",""stimuli/HF10_SC.jpg""]",stimuli/HM09_HE.jpg,stimuli/BM16_SUR.jpg,stimuli/WF11_AO.jpg,stimuli/HF10_SC.jpg,pos3,stimuli/WF11_AO.jpg,AO,WF11,2,3,6,8,stimuli/stars_6.png,131,"[""HE"",""SUR"",""AO"",""SC""]","[""HM09"",""BM16"",""WF11"",""HF10""]","[6,2,6,4]","[4,2,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,79,287136,0.0-79.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,286512,288516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,131,NA,NA,NA,NA,stimuli/WF11_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,80,290761,0.0-80.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,3121,288518,291639,"[""stimuli/BM16_SUR.jpg"",""stimuli/WF11_AO.jpg"",""stimuli/HF10_HE.jpg"",""stimuli/HM09_SC.jpg""]",stimuli/BM16_SUR.jpg,stimuli/WF11_AO.jpg,stimuli/HF10_HE.jpg,stimuli/HM09_SC.jpg,pos2,stimuli/WF11_AO.jpg,AO,WF11,1,3,6,8,stimuli/stars_6.png,134,"[""SUR"",""AO"",""HE"",""SC""]","[""BM16"",""WF11"",""HF10"",""HM09""]","[4,6,5,4]","[2,8,4,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,81,292766,0.0-81.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,292143,294146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,134,NA,NA,NA,NA,stimuli/WF11_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,82,298278,0.0-82.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,5008,294148,299156,"[""stimuli/WF11_AO.jpg"",""stimuli/HM09_SUR.jpg"",""stimuli/HF10_HE.jpg"",""stimuli/BM16_SC.jpg""]",stimuli/WF11_AO.jpg,stimuli/HM09_SUR.jpg,stimuli/HF10_HE.jpg,stimuli/BM16_SC.jpg,pos4,stimuli/BM16_SC.jpg,SC,BM16,3,2.5,5,6,stimuli/stars_5.png,136.5,"[""AO"",""SUR"",""HE"",""SC""]","[""WF11"",""HM09"",""HF10"",""BM16""]","[7,1,2,5]","[8,2,4,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,83,300284,0.0-83.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,299662.00000000006,301663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,136.5,NA,NA,NA,NA,stimuli/BM16_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,84,303312,0.0-84.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2526.000000000058,301665,304191.00000000006,"[""stimuli/BM16_SC.jpg"",""stimuli/WF11_AO.jpg"",""stimuli/HM09_HE.jpg"",""stimuli/HF10_SUR.jpg""]",stimuli/BM16_SC.jpg,stimuli/WF11_AO.jpg,stimuli/HM09_HE.jpg,stimuli/HF10_SUR.jpg,pos3,stimuli/HM09_HE.jpg,HE,HM09,2,2.5,5,4,stimuli/stars_5.png,139,"[""SC"",""AO"",""HE"",""SUR""]","[""BM16"",""WF11"",""HM09"",""HF10""]","[4,10,5,4]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,85,305319,0.0-85.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,304696,306698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,139,NA,NA,NA,NA,stimuli/HM09_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,86,309251,0.0-86.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,3429,306700,310129,"[""stimuli/WF11_HE.jpg"",""stimuli/HM09_SUR.jpg"",""stimuli/HF10_AO.jpg"",""stimuli/BM16_SC.jpg""]",stimuli/WF11_HE.jpg,stimuli/HM09_SUR.jpg,stimuli/HF10_AO.jpg,stimuli/BM16_SC.jpg,pos2,stimuli/HM09_SUR.jpg,SUR,HM09,1,1,2,2,stimuli/stars_2.png,140,"[""HE"",""SUR"",""AO"",""SC""]","[""WF11"",""HM09"",""HF10"",""BM16""]","[3,2,10,5]","[4,2,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,87,311260,0.0-87.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,310635,312640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,140,NA,NA,NA,NA,stimuli/HM09_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,88,315189,0.0-88.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,3425,312642,316067,"[""stimuli/HM09_SUR.jpg"",""stimuli/BM16_HE.jpg"",""stimuli/HF10_SC.jpg"",""stimuli/WF11_AO.jpg""]",stimuli/HM09_SUR.jpg,stimuli/BM16_HE.jpg,stimuli/HF10_SC.jpg,stimuli/WF11_AO.jpg,pos4,stimuli/WF11_AO.jpg,AO,WF11,3,3,6,8,stimuli/stars_6.png,143,"[""SUR"",""HE"",""SC"",""AO""]","[""HM09"",""BM16"",""HF10"",""WF11""]","[4,3,4,6]","[2,4,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,89,317198,0.0-89.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,316573,318578.00000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,143,NA,NA,NA,NA,stimuli/WF11_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,90,319998,0.0-90.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2296.000000000058,318580,320876.00000000006,"[""stimuli/HF10_HE.jpg"",""stimuli/BM16_AO.jpg"",""stimuli/WF11_SUR.jpg"",""stimuli/HM09_SC.jpg""]",stimuli/HF10_HE.jpg,stimuli/BM16_AO.jpg,stimuli/WF11_SUR.jpg,stimuli/HM09_SC.jpg,pos2,stimuli/BM16_AO.jpg,AO,BM16,1,5,10,8,stimuli/stars_10.png,148,"[""HE"",""AO"",""SUR"",""SC""]","[""HF10"",""BM16"",""WF11"",""HM09""]","[6,10,4,4]","[4,8,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,91,322004,0.0-91.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,321382,323384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,148,NA,NA,NA,NA,stimuli/BM16_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,92,324893,0.0-92.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,2386,323386,325772,"[""stimuli/HF10_SUR.jpg"",""stimuli/HM09_SC.jpg"",""stimuli/BM16_AO.jpg"",""stimuli/WF11_HE.jpg""]",stimuli/HF10_SUR.jpg,stimuli/HM09_SC.jpg,stimuli/BM16_AO.jpg,stimuli/WF11_HE.jpg,pos3,stimuli/BM16_AO.jpg,AO,BM16,2,4,8,8,stimuli/stars_8.png,152,"[""SUR"",""SC"",""AO"",""HE""]","[""HF10"",""HM09"",""BM16"",""WF11""]","[0,6,8,2]","[2,6,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,93,326901,0.0-93.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,326277,328281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,152,NA,NA,NA,NA,stimuli/BM16_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,94,329283,0.0-94.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1881,328282,330163,"[""stimuli/BM16_AO.jpg"",""stimuli/HM09_SUR.jpg"",""stimuli/HF10_SC.jpg"",""stimuli/WF11_HE.jpg""]",stimuli/BM16_AO.jpg,stimuli/HM09_SUR.jpg,stimuli/HF10_SC.jpg,stimuli/WF11_HE.jpg,pos1,stimuli/BM16_AO.jpg,AO,BM16,0,4.5,9,8,stimuli/stars_9.png,156.5,"[""AO"",""SUR"",""SC"",""HE""]","[""BM16"",""HM09"",""HF10"",""WF11""]","[9,3,4,2]","[8,2,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,95,331290,0.0-95.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,330667.00000000006,332670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,156.5,NA,NA,NA,NA,stimuli/BM16_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,96,333601,0.0-96.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1809,332672,334481,"[""stimuli/HM09_AO.jpg"",""stimuli/BM16_SC.jpg"",""stimuli/WF11_SUR.jpg"",""stimuli/HF10_HE.jpg""]",stimuli/HM09_AO.jpg,stimuli/BM16_SC.jpg,stimuli/WF11_SUR.jpg,stimuli/HF10_HE.jpg,pos1,stimuli/HM09_AO.jpg,AO,HM09,0,5,10,8,stimuli/stars_10.png,161.5,"[""AO"",""SC"",""SUR"",""HE""]","[""HM09"",""BM16"",""WF11"",""HF10""]","[10,6,1,4]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,97,335609,0.0-97.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,334985,336989.00000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,161.5,NA,NA,NA,NA,stimuli/HM09_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
explore-choice,98,338051,0.0-98.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1940,336991,338931,"[""stimuli/WF11_SC.jpg"",""stimuli/BM16_SUR.jpg"",""stimuli/HM09_AO.jpg"",""stimuli/HF10_HE.jpg""]",stimuli/WF11_SC.jpg,stimuli/BM16_SUR.jpg,stimuli/HM09_AO.jpg,stimuli/HF10_HE.jpg,pos3,stimuli/HM09_AO.jpg,AO,HM09,2,3,6,8,stimuli/stars_6.png,164.5,"[""SC"",""SUR"",""AO"",""HE""]","[""WF11"",""BM16"",""HM09"",""HF10""]","[5,1,6,4]","[6,2,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
show-reward,99,340060,0.0-99.0,p208651,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,339436.00000000006,341440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,164.5,NA,NA,NA,NA,stimuli/HM09_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_19h18.56.470.csv,206
